Date,Product_Name,Units_sold,Price,Revenue,Costs_Of_Goods,Marketing_Cost,Logistic_Cost,Other_Cost,Total_Cost,Net_Profit,Operating_Expenses,Initial_Investment,Current_Cash
2020-11-29,product2282,3,68338,205014,121531,9945,15849,10011,157336,47678,25905,10000000,50000
2020-02-26,product2283,2,49896,99792,63296,4812,5120,3652,76880,22912,15327,10000000,50000
2020-05-18,product2284,8,73555,588440,360545,18935,28422,24098,432000,156440,72066,10000000,50000
2020-06-03,product2285,2,14844,29688,16576,1389,1208,1092,20265,9423,3991,10000000,50000
2020-07-15,product2286,6,66993,401958,230964,6328,25229,11157,273678,128280,31745,10000000,50000
2020-02-13,product2287,5,25583,127915,63976,5047,5151,5655,79829,48086,13087,10000000,50000
2020-12-04,product2288,8,28232,225856,129778,3397,7080,7099,147354,78502,17615,10000000,50000
2020-12-11,product2289,2,73199,146398,93346,3325,5759,5715,108145,38253,13586,10000000,50000
2020-10-06,product2290,3,46001,138003,86722,2841,10252,5574,105389,32614,13458,10000000,50000
2020-04-04,product2291,10,38895,388950,223831,6227,18404,9783,258245,130705,31507,10000000,50000
2020-11-12,product2292,1,62454,62454,41582,3101,3355,2030,50068,12386,5349,10000000,50000
2020-07-10,product2293,8,53809,430472,252009,12037,32458,16631,313135,117337,31622,10000000,50000
2020-09-04,product2294,10,76721,767210,476060,31913,59069,26522,593564,173646,74538,10000000,50000
2020-03-15,product2295,8,28992,231936,124377,9745,13657,10792,158571,73365,28633,10000000,50000
2020-02-06,product2296,6,89566,537396,292728,15770,31144,17035,356677,180719,36574,10000000,50000
2020-10-17,product2297,8,42890,343120,237997,12545,15895,16555,282992,60128,43314,10000000,50000
2020-05-24,product2298,8,31796,254368,177356,4909,9115,11755,203135,51233,22574,10000000,50000
2020-03-28,product2299,4,17659,70636,46780,1469,3260,2846,54355,16281,10279,10000000,50000
2020-04-07,product2300,7,39921,279447,145952,5521,21687,10805,183965,95482,35442,10000000,50000
2020-05-20,product2301,3,23041,69123,43610,2231,2116,2694,50651,18472,6309,10000000,50000
2020-06-08,product2302,2,88488,176976,117597,4570,11165,4562,137894,39082,18398,10000000,50000
2020-08-06,product2303,10,29178,291780,179443,13850,12291,6292,211876,79904,27526,10000000,50000
2020-09-21,product2304,4,22329,89316,60681,3573,6262,2554,73070,16246,11165,10000000,50000
2020-09-12,product2305,4,54909,219636,144461,5056,15554,4810,169881,49755,21572,10000000,50000
2020-02-27,product2306,10,46979,469790,325380,18955,26710,11771,382816,86974,67081,10000000,50000
2020-07-16,product2307,3,12881,38643,25743,1674,1181,1212,29810,8833,3858,10000000,50000
2020-07-16,product2308,7,77548,542836,298398,15500,33359,11027,358284,184552,60214,10000000,50000
2020-09-20,product2309,2,79418,158836,95330,3877,6328,5193,110728,48108,18716,10000000,50000
2020-07-31,product2310,1,14878,14878,7680,322,1140,584,9726,5152,1547,10000000,50000
2020-08-24,product2311,4,45543,182172,121797,8002,8998,6202,144999,37173,27158,10000000,50000
2020-06-02,product2312,9,16029,144261,84746,4571,10559,4155,104031,40230,14744,10000000,50000
2020-05-21,product2313,8,90951,727608,426296,22783,47199,29768,526046,201562,95615,10000000,50000
2020-11-13,product2314,10,80053,800530,466079,26539,49317,21150,563085,237445,94180,10000000,50000
2020-02-07,product2315,3,52767,158301,87898,3579,12586,5242,109305,48996,12380,10000000,50000
2020-08-04,product2316,10,75390,753900,453478,12649,58613,27684,552424,201476,107758,10000000,50000
2020-03-10,product2317,1,32457,32457,20976,665,1346,706,23693,8764,3680,10000000,50000
2020-07-04,product2318,7,73697,515879,359878,12287,37941,11159,421265,94614,66248,10000000,50000
2020-03-01,product2319,9,87482,787338,537113,33574,24394,32861,627942,159396,125284,10000000,50000
2020-12-12,product2320,9,95359,858231,483870,27023,49025,19455,579373,278858,75204,10000000,50000
2020-08-06,product2321,8,71326,570608,378571,28410,37243,14842,459066,111542,53800,10000000,50000
2020-10-19,product2322,7,60704,424928,295883,10371,18527,16453,341234,83694,38212,10000000,50000
2020-10-18,product2323,8,84149,673192,390354,10503,53019,22481,476357,196835,74468,10000000,50000
2020-12-10,product2324,4,25875,103500,56604,3170,4227,4101,68102,35398,13346,10000000,50000
2020-05-26,product2325,8,44654,357232,220461,6564,14756,16399,258180,99052,35849,10000000,50000
2020-05-31,product2326,9,49671,447039,288534,18758,14127,16535,337954,109085,50201,10000000,50000
2020-01-19,product2327,8,73019,584152,349358,14956,46260,26670,437244,146908,45476,10000000,50000
2020-03-25,product2328,10,50550,505500,320804,14271,35683,12422,383180,122320,57799,10000000,50000
2020-12-04,product2329,1,85056,85056,56734,4035,6586,3510,70865,14191,13412,10000000,50000
2020-12-10,product2330,7,65235,456645,273663,19262,33119,18224,344268,112377,54548,10000000,50000
2020-04-17,product2331,2,64475,128950,86786,4677,9211,2651,103325,25625,18162,10000000,50000
2020-05-05,product2332,2,35480,70960,39847,3048,4406,2945,50246,20714,8610,10000000,50000
2020-12-23,product2333,8,8154,65232,38150,2718,4439,2346,47653,17579,5521,10000000,50000
2020-03-27,product2334,10,17349,173490,98668,6831,8081,7111,120691,52799,20271,10000000,50000
2020-06-17,product2335,2,15188,30376,17572,460,1072,1234,20338,10038,3260,10000000,50000
2020-10-06,product2336,9,28376,255384,166922,5408,12652,8257,193239,62145,25301,10000000,50000
2020-02-29,product2337,4,44398,177592,108951,7822,8587,3983,129343,48249,19100,10000000,50000
2020-03-15,product2338,2,59489,118978,71176,3924,4073,5558,84731,34247,12109,10000000,50000
2020-03-08,product2339,9,91772,825948,511041,34793,56602,32561,634997,190951,109359,10000000,50000
2020-05-20,product2340,3,97598,292794,175220,14494,20947,11815,222476,70318,26069,10000000,50000
2020-05-01,product2341,6,75122,450732,299185,16547,28838,21843,366413,84319,36664,10000000,50000
2020-04-17,product2342,2,33221,66442,45407,2101,4347,1343,53198,13244,6980,10000000,50000
2020-07-31,product2343,3,30814,92442,50341,1819,3968,3226,59354,33088,6443,10000000,50000
2020-07-20,product2344,10,58679,586790,395207,26037,26634,24508,472386,114404,88322,10000000,50000
2020-02-08,product2345,10,30387,303870,205162,6509,20061,6531,238263,65607,32794,10000000,50000
2020-05-22,product2346,1,36358,36358,21391,1007,2439,841,25678,10680,2631,10000000,50000
2020-04-03,product2347,7,38070,266490,173620,5665,18480,6068,203833,62657,23514,10000000,50000
2020-10-12,product2348,6,40585,243510,131039,8607,13991,5784,159421,84089,20205,10000000,50000
2020-12-19,product2349,9,70494,634446,404347,19368,45081,16825,485621,148825,62005,10000000,50000
2020-02-16,product2350,4,51554,206216,141378,5141,11272,5390,163181,43035,31412,10000000,50000
2020-10-09,product2351,7,18921,132447,72355,3709,10568,5406,92038,40409,10091,10000000,50000
2020-08-17,product2352,7,80751,565257,369846,12686,23362,27829,433723,131534,69323,10000000,50000
2020-12-31,product2353,1,92219,92219,48228,1457,6281,4143,60109,32110,9458,10000000,50000
2020-06-08,product2354,4,82015,328060,166689,13270,10806,8610,199375,128685,38773,10000000,50000
2020-01-30,product2355,1,85976,85976,58016,1638,3007,3490,66151,19825,11998,10000000,50000
2020-06-21,product2356,10,66201,662010,418895,27823,21897,32219,500834,161176,88268,10000000,50000
2020-08-01,product2357,10,25944,259440,134516,8046,16662,10018,169242,90198,33413,10000000,50000
2020-08-30,product2358,10,50723,507230,255916,14539,36610,22965,330030,177200,33571,10000000,50000
2020-02-11,product2359,8,7674,61392,37264,2105,4717,2909,46995,14397,8093,10000000,50000
2020-12-03,product2360,6,54149,324894,185342,10033,11152,14852,221379,103515,40568,10000000,50000
2020-04-04,product2361,8,50439,403512,238527,6709,30419,8695,284350,119162,42082,10000000,50000
2020-01-11,product2362,8,41925,335400,230971,5429,20002,8113,264515,70885,49992,10000000,50000
2020-11-04,product2363,5,34857,174285,113138,6019,5598,4377,129132,45153,13796,10000000,50000
2020-01-25,product2364,4,70487,281948,164796,4784,20720,7890,198190,83758,32184,10000000,50000
2020-09-11,product2365,8,47226,377808,224007,11982,11758,9160,256907,120901,49499,10000000,50000
2020-06-18,product2366,1,77805,77805,48747,1548,3397,1620,55312,22493,8849,10000000,50000
2020-05-22,product2367,2,71256,142512,73529,6722,4434,4838,89523,52989,16525,10000000,50000
2020-05-29,product2368,5,98546,492730,314867,9775,22329,21447,368418,124312,49516,10000000,50000
2020-01-24,product2369,2,63410,126820,67202,4138,7492,5803,84635,42185,10191,10000000,50000
2020-05-11,product2370,2,26260,52520,31756,1451,2155,2287,37649,14871,3785,10000000,50000
2020-02-17,product2371,7,96712,676984,446075,14306,35214,20504,516099,160885,90403,10000000,50000
2020-01-08,product2372,2,10689,21378,13202,898,1141,880,16121,5257,2318,10000000,50000
2020-03-15,product2373,9,74910,674190,384797,25610,28163,14771,453341,220849,47468,10000000,50000
2020-02-11,product2374,10,31609,316090,197469,7996,23483,11483,240431,75659,36490,10000000,50000
2020-08-18,product2375,8,62235,497880,324733,9698,37832,16747,389010,108870,67067,10000000,50000
2020-04-17,product2376,9,69006,621054,325406,10843,19627,16540,372416,248638,64348,10000000,50000
2020-08-02,product2377,6,81311,487866,280444,20782,26979,17180,345385,142481,68465,10000000,50000
2020-05-22,product2378,1,84192,84192,48451,3601,3757,2955,58764,25428,11421,10000000,50000
2020-05-21,product2379,10,33781,337810,221450,5747,20422,9927,257546,80264,33598,10000000,50000
2020-02-01,product2380,5,19775,98875,60303,4717,6100,2655,73775,25100,9324,10000000,50000
2020-09-20,product2381,2,80695,161390,110254,4165,5465,3735,123619,37771,14375,10000000,50000
2020-10-20,product2382,8,56665,453320,262007,12416,29123,10156,313702,139618,38032,10000000,50000
2020-11-06,product2383,7,31361,219527,139595,6550,9035,8690,163870,55657,25381,10000000,50000
2020-07-15,product2384,3,71344,214032,121638,4373,7174,4726,137911,76121,25223,10000000,50000
2020-05-28,product2385,9,96614,869526,525861,34209,29410,38825,628305,241221,64311,10000000,50000
2020-05-16,product2386,3,14727,44181,23024,799,2831,1009,27663,16518,4430,10000000,50000
2020-05-13,product2387,5,33707,168535,87379,4867,11955,6010,110211,58324,18145,10000000,50000
2020-07-19,product2388,6,52164,312984,201955,14227,19667,8622,244471,68513,38277,10000000,50000
2020-02-25,product2389,9,6566,59094,38012,2622,4676,1415,46725,12369,5447,10000000,50000
2020-08-08,product2390,2,86504,173008,101713,5614,13776,6619,127722,45286,17398,10000000,50000
2020-03-27,product2391,5,70968,354840,219238,6990,13614,13062,252904,101936,34514,10000000,50000
2020-05-31,product2392,6,13230,79380,46333,3590,4245,3555,57723,21657,6656,10000000,50000
2020-07-27,product2393,9,14615,131535,77477,6434,7201,3131,94243,37292,12686,10000000,50000
2020-01-17,product2394,5,90437,452185,251364,20543,32160,10043,314110,138075,50670,10000000,50000
2020-02-07,product2395,1,40297,40297,23301,1988,2238,1962,29489,10808,4467,10000000,50000
2020-01-27,product2396,8,83889,671112,435581,20834,37638,13590,507643,163469,96918,10000000,50000
2020-08-25,product2397,10,56569,565690,346900,9146,28470,24654,409170,156520,61344,10000000,50000
2020-08-15,product2398,5,75894,379470,236328,6623,21402,13876,278229,101241,30110,10000000,50000
2020-05-09,product2399,5,10263,51315,31509,1583,1562,1131,35785,15530,6550,10000000,50000
2020-05-13,product2400,7,76868,538076,330184,16979,29561,22768,399492,138584,48309,10000000,50000
2020-03-30,product2401,5,21204,106020,72782,5078,4706,3098,85664,20356,16603,10000000,50000
2020-05-28,product2402,5,94156,470780,255195,16133,17186,12286,300800,169980,59942,10000000,50000
2020-05-08,product2403,6,16070,96420,56093,3323,5019,4352,68787,27633,7886,10000000,50000
2020-11-26,product2404,1,64292,64292,32177,1588,2548,2261,38574,25718,4259,10000000,50000
2020-03-30,product2405,3,5739,17217,11672,530,1290,855,14347,2870,1679,10000000,50000
2020-10-27,product2406,3,45374,136122,73368,5877,5329,6345,90919,45203,13351,10000000,50000
2020-05-29,product2407,10,72406,724060,434882,35311,46180,18441,534814,189246,82724,10000000,50000
2020-01-28,product2408,6,90855,545130,298556,26372,43449,25808,394185,150945,45606,10000000,50000
2020-09-28,product2409,9,41828,376452,241087,11220,22266,16396,290969,85483,46872,10000000,50000
2020-06-16,product2410,8,88033,704264,433949,31190,43229,29510,537878,166386,59743,10000000,50000
2020-10-25,product2411,2,77797,155594,101085,2424,6854,6298,116661,38933,17555,10000000,50000
2020-02-07,product2412,8,26312,210496,123671,5184,13577,9817,152249,58247,24611,10000000,50000
2020-09-08,product2413,10,26225,262250,142803,7759,11475,6743,168780,93470,32975,10000000,50000
2020-05-09,product2414,10,43750,437500,293528,14651,14224,16061,338464,99036,53215,10000000,50000
2020-01-25,product2415,4,39644,158576,105090,2750,9350,6880,124070,34506,17646,10000000,50000
2020-10-22,product2416,1,30877,30877,21580,1189,1617,1457,25843,5034,4960,10000000,50000
2020-10-26,product2417,2,42740,85480,45185,2307,2968,1796,52256,33224,5577,10000000,50000
2020-11-18,product2418,6,94623,567738,317069,18592,32539,17036,385236,182502,58929,10000000,50000
2020-05-18,product2419,8,33351,266808,140440,10621,15791,9704,176556,90252,23354,10000000,50000
2020-07-14,product2420,10,23687,236870,162918,3738,9519,9117,185292,51578,32145,10000000,50000
2020-04-17,product2421,8,67550,540400,331502,18045,21660,18005,389212,151188,65956,10000000,50000
2020-10-22,product2422,7,52373,366611,192841,15448,20650,10198,239137,127474,26391,10000000,50000
2020-06-05,product2423,6,75886,455316,281144,19990,26054,17868,345056,110260,67522,10000000,50000
2020-03-29,product2424,2,50644,101288,52850,2964,6741,4997,67552,33736,7031,10000000,50000
2020-05-19,product2425,8,98562,788496,487142,13047,37158,24944,562291,226205,86074,10000000,50000
2020-06-05,product2426,2,95034,190068,98755,9300,10203,5418,123676,66392,19591,10000000,50000
2020-02-23,product2427,3,17844,53532,29261,2109,3032,2317,36719,16813,4203,10000000,50000
2020-09-26,product2428,9,70953,638577,384258,17286,35245,30603,467392,171185,66234,10000000,50000
2020-11-13,product2429,4,50200,200800,127667,4781,8994,6902,148344,52456,28022,10000000,50000
2020-01-10,product2430,9,90005,810045,466868,36896,58397,31663,593824,216221,114218,10000000,50000
2020-05-06,product2431,4,14566,58264,32548,1114,4323,2364,40349,17915,6844,10000000,50000
2020-02-27,product2432,5,59128,295640,154987,11192,15472,8210,189861,105779,22143,10000000,50000
2020-12-12,product2433,4,20312,81248,55426,2730,3100,1830,63086,18162,8647,10000000,50000
2020-03-16,product2434,4,8630,34520,22351,1173,2006,729,26259,8261,3967,10000000,50000
2020-12-24,product2435,10,55157,551570,295157,24128,18797,14768,352850,198720,44022,10000000,50000
2020-08-26,product2436,10,11215,112150,75766,4406,5945,3607,89724,22426,9962,10000000,50000
2020-02-08,product2437,1,33469,33469,18204,1412,1547,1651,22814,10655,2725,10000000,50000
2020-03-04,product2438,10,97944,979440,614878,23932,50616,26831,716257,263183,142174,10000000,50000
2020-10-05,product2439,3,88593,265779,164512,10491,13115,8293,196411,69368,34886,10000000,50000
2020-04-22,product2440,6,66966,401796,258601,11278,29523,17942,317344,84452,62582,10000000,50000
2020-05-06,product2441,6,59697,358182,233081,5839,23262,8305,270487,87695,53647,10000000,50000
2020-01-27,product2442,3,16014,48042,26880,2300,2662,2308,34150,13892,5716,10000000,50000
2020-09-12,product2443,4,87803,351212,176201,9970,21683,16721,224575,126637,24864,10000000,50000
2020-09-03,product2444,2,16523,33046,22180,863,2573,744,26360,6686,2749,10000000,50000
2020-01-04,product2445,10,62404,624040,356501,18094,35997,15749,426341,197699,66040,10000000,50000
2020-10-20,product2446,4,86392,345568,211086,5679,17943,13288,247996,97572,34718,10000000,50000
2020-06-03,product2447,10,7304,73040,46439,2785,4008,3253,56485,16555,11082,10000000,50000
2020-02-29,product2448,4,24447,97788,50544,2228,4481,1964,59217,38571,10666,10000000,50000
2020-04-02,product2449,5,27793,138965,80859,5610,5384,5466,97319,41646,14898,10000000,50000
2020-06-17,product2450,4,93082,372328,194454,11901,25298,13224,244877,127451,47567,10000000,50000
2020-01-06,product2451,8,44528,356224,178307,7479,15261,17059,218106,138118,39761,10000000,50000
2020-06-08,product2452,9,6664,59976,40093,2447,4071,2011,48622,11354,7755,10000000,50000
2020-04-26,product2453,6,73338,440028,239489,13650,13871,21182,288192,151836,48258,10000000,50000
2020-02-12,product2454,7,23064,161448,100490,6963,7091,3891,118435,43013,17251,10000000,50000
2020-02-07,product2455,4,41206,164824,90883,7592,5641,7025,111141,53683,16519,10000000,50000
2020-09-09,product2456,8,63734,509872,273523,14074,39499,24647,351743,158129,55360,10000000,50000
2020-06-24,product2457,10,17758,177580,107375,6858,8662,4644,127539,50041,16907,10000000,50000
2020-04-28,product2458,5,31606,158030,107451,5786,10870,7652,131759,26271,21421,10000000,50000
2020-06-24,product2459,8,43903,351224,207516,5573,26214,12647,251950,99274,33245,10000000,50000
2020-02-27,product2460,4,21900,87600,53111,4117,4405,3648,65281,22319,10987,10000000,50000
2020-01-14,product2461,2,73435,146870,95073,4649,7803,6156,113681,33189,15876,10000000,50000
2020-10-24,product2462,2,74387,148774,81040,5357,9712,3659,99768,49006,15539,10000000,50000
2020-02-15,product2463,4,60290,241160,126259,6011,13646,12028,157944,83216,29506,10000000,50000
